OBJECTID,Shape,,NAME,ADDRESS,TYPE,URL
398,40.73906313,-73.99018251,Equinox 102 - Broadway @ 19th,897 Broadway,Free,http://www.equinoxfitness.com/
612,40.79194518,-73.97426753,Equinox 103 - Broadway @ 92nd,2465 Broadway,Fee-based,http://www.equinoxfitness.com/
613,40.77815691,-73.95401517,Equinox 104 - 3rd Ave. @ 85th,205 East 85th Street,Fee-based,http://www.equinoxfitness.com/
614,40.76439821,-73.96619917,Equinox 105 - Lexington Ave @ 63rd,140 East 63rd Street,Fee-based,http://www.equinoxfitness.com/
399,40.75733159,-73.96717016,Equinox 106 - 2nd Ave @ 54th,250 East 54th Street,Free,http://www.equinoxfitness.com/
400,40.76217556,-73.98485369,Equinox 107 - Broadway @ 50th,1633 Broadway,Free,http://www.equinoxfitness.com/
1162,40.75416992,-73.97982827,Equinox 108 - Fifth Ave @ 43rd,521 5th Avenue,Fee-based,http://www.equinoxfitness.com/
401,40.75267176,-73.97587675,Equinox 109 - Lexington Ave @ 44th,420 Lexington Avenue,Free,http://www.equinoxfitness.com/
402,40.70762905,-74.01076991,Equinox 110 - Wall St @ Nassau,14 Wall Street,Free,http://www.equinoxfitness.com/
615,40.71359431,-74.00946857,Equinox 111 - Murray @ W. Broadway,54 Murray Street,Fee-based,http://www.equinoxfitness.com/
616,40.73750203,-74.00204411,Equinox 112 - Greenwhich Ave,97 Greenwhich Avenue,Fee-based,http://www.equinoxfitness.com/
617,40.7685009,-73.98307635,Equinox 113 - Columbus Circle @ 60th,10 Columbus Circle,Fee-based,http://www.equinoxfitness.com/
403,40.72423742,-73.99719586,Equinox 114 - Broadway @ Prince,568 Broadway,Free,http://www.equinoxfitness.com/
1209,40.69247114,-73.99146641,Equinox 130 - Brooklyn Heights,194 Joralemon,Fee-based,http://www.equinoxfitness.com/
338,40.72962943,-74.00050874,Esperanto Cafe,114 MacDougal Street,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
316,40.72502246,-73.98291343,EVill Net,Avenue A & Avenue B 2nd & 10th Streets,Free,http://www.magicbike.net/evill/faq.html
890,40.76363785,-73.9809955,Faces and Names,161 West 54th Street,Free,http://www.ezgoal.com/hotspots/wireless/f.asp?fid=122309&wireless-internet
390,40.73062303,-74.00092728,Fat Black Pussycat,130 W 3rd St,Free,http://www.thefatblackpussycat.com/gallery.html
224,40.75341773,-73.98969171,Fedex Kinko's,500 7th Avenue,Fee-based,http://www.FedexKinkos.com
225,40.74803439,-73.98236978,Fedex Kinko's,191 Madison Avenue,Fee-based,http://www.FedexKinkos.com
226,40.74803439,-73.98236978,Fedex Kinko's,191 Madison Avenue,Fee-based,http://www.FedexKinkos.com
227,40.74834223,-73.98544462,Fedex Kinko's,350 Fifth Avenue,Fee-based,http://www.FedexKinkos.com
228,40.74834223,-73.98544462,Fedex Kinko's,350 Fifth Avenue,Fee-based,http://www.FedexKinkos.com
229,40.72209408,-73.98488396,Fedex Kinko's,250 East Houston Street,Fee-based,http://www.FedexKinkos.com
230,40.72209408,-73.98488396,Fedex Kinko's,250 East Houston Street,Fee-based,http://www.FedexKinkos.com
231,40.71583138,-74.00589795,Fedex Kinko's,105 Duane Street,Fee-based,http://www.FedexKinkos.com
232,40.71583138,-74.00589795,Fedex Kinko's,105 Duane Street,Fee-based,http://www.FedexKinkos.com
233,40.70522282,-74.00679509,Fedex Kinko's,100 Wall Street,Fee-based,http://www.FedexKinkos.com
234,40.70522282,-74.00679509,Fedex Kinko's,100 Wall Street,Fee-based,http://www.FedexKinkos.com
235,40.73012594,-73.99179522,Fedex Kinko's,21 Astor Place,Fee-based,http://www.FedexKinkos.com
236,40.73012594,-73.99179522,Fedex Kinko's,21 Astor Place,Fee-based,http://www.FedexKinkos.com
852,40.70877557,-74.00673782,Fedex Kinko's,110 William Street,Fee-based,http://www.FedexKinkos.com
1075,40.77453732,-73.95942171,Fedex Kinko's,1122 Lexington Avenue,Fee-based,http://www.FedexKinkos.com
1076,40.77453732,-73.95942171,Fedex Kinko's,1122 Lexington Avenue,Fee-based,http://www.FedexKinkos.com
1077,40.77920917,-73.98236514,Fedex Kinko's,221 West 72nd Street,Fee-based,http://www.FedexKinkos.com
1078,40.77920917,-73.98236514,Fedex Kinko's,221 West 72nd Street,Fee-based,http://www.FedexKinkos.com
1079,40.76734349,-73.98122388,Fedex Kinko's,240 Central Park South,Fee-based,http://www.FedexKinkos.com
1080,40.76734349,-73.98122388,Fedex Kinko's,240 Central Park South,Fee-based,http://www.FedexKinkos.com
1081,40.76450296,-73.98300799,Fedex Kinko's,233 West 54th Street,Fee-based,http://www.FedexKinkos.com
1082,40.76450296,-73.98300799,Fedex Kinko's,233 West 54th Street,Fee-based,http://www.FedexKinkos.com
1083,40.75890919,-73.96974759,Fedex Kinko's,641 Lexington Avenue,Fee-based,http://www.FedexKinkos.com
1084,40.75890919,-73.96974759,Fedex Kinko's,641 Lexington Avenue,Fee-based,http://www.FedexKinkos.com
1085,40.7581517,-73.96993203,Fedex Kinko's,153 East 53rd Street,Fee-based,http://www.FedexKinkos.com
1086,40.7581517,-73.96993203,Fedex Kinko's,153 East 53rd Street,Fee-based,http://www.FedexKinkos.com
1087,40.74065494,-73.99390138,Fedex Kinko's,650 Avenue of the Americas,Fee-based,http://www.FedexKinkos.com
1088,40.74065494,-73.99390138,Fedex Kinko's,650 Avenue of the Americas,Fee-based,http://www.FedexKinkos.com
1089,40.7591548,-73.97527747,Fedex Kinko's,16 East 52nd Street,Fee-based,http://www.FedexKinkos.com
1090,40.7591548,-73.97527747,Fedex Kinko's,16 East 52nd Street,Fee-based,http://www.FedexKinkos.com
1091,40.75870598,-73.98247524,Fedex Kinko's,1211 Avenue Of Americas,Fee-based,http://www.FedexKinkos.com
1092,40.75870598,-73.98247524,Fedex Kinko's,1211 Avenue Of Americas,Fee-based,http://www.FedexKinkos.com
1093,40.73857661,-73.9871536,Fedex Kinko's,257 Park Avenue South,Fee-based,http://www.FedexKinkos.com
1094,40.73857661,-73.9871536,Fedex Kinko's,257 Park Avenue South,Fee-based,http://www.FedexKinkos.com
1095,40.75348067,-73.97203117,Fedex Kinko's,747 3rd Ave,Fee-based,http://www.FedexKinkos.com
1096,40.75348067,-73.97203117,Fedex Kinko's,747 3rd Ave,Fee-based,http://www.FedexKinkos.com
1097,40.75438461,-73.97611662,Fedex Kinko's,71 Vanderbilt Street,Fee-based,http://www.FedexKinkos.com
1098,40.75438461,-73.97611662,Fedex Kinko's,71 Vanderbilt Street,Fee-based,http://www.FedexKinkos.com
1099,40.75230255,-73.96957735,Fedex Kinko's,305 East 46th Street,Fee-based,http://www.FedexKinkos.com
1100,40.75230255,-73.96957735,Fedex Kinko's,305 East 46th Street,Fee-based,http://www.FedexKinkos.com
1101,40.75305757,-73.98442216,Fedex Kinko's,60 West 40th Street,Fee-based,http://www.FedexKinkos.com
1102,40.75305757,-73.98442216,Fedex Kinko's,60 West 40th Street,Fee-based,http://www.FedexKinkos.com
1103,40.74936169,-73.9759524,Fedex Kinko's,600 3rd Avenue,Fee-based,http://www.FedexKinkos.com
1104,40.74936169,-73.9759524,Fedex Kinko's,600 3rd Avenue,Fee-based,http://www.FedexKinkos.com
1105,40.74481877,-73.99476713,Fedex Kinko's,245 Seventh Avenue,Fee-based,http://www.FedexKinkos.com
1106,40.74481877,-73.99476713,Fedex Kinko's,245 Seventh Avenue,Fee-based,http://www.FedexKinkos.com
1107,40.75341773,-73.98969171,Fedex Kinko's,500 7th Avenue,Fee-based,http://www.FedexKinkos.com
1116,40.69360416,-73.99087442,Fedex Kinko's,16 Court Street,Fee-based,http://www.FedexKinkos.com
735,40.70451147,-74.00984147,Financier,62 Stone Street,Free,http://www.openwifinyc.com/classic/a/Financier-NY-10004
237,40.73875278,-73.99292003,Flat Iron,10 West 18th Street,Fee-based, 
684,40.74210415,-74.00115952,Flight 151,151 8th Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Flight_151_New_York_NY_6377.aspx
238,40.75146312,-73.97138596,Food Expo,833B 2nd Avenue,Fee-based, 
239,40.73875278,-73.99292003,Food Works,10 W. 18th Street,Fee-based, 
891,40.71568211,-73.98739889,Full City Coffee,409 Grand Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Full_City_Coffee_New_York_NY_6396.aspx
685,40.73491802,-73.98845652,Galaxy Global Eatery,15 Irving Place,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Galaxy_Global_Eatery_New_York_NY_5758.aspx
670,40.77447106,-73.95079613,Giana Espresso Bar,1584 1st Avenue,Free,http://www.openwifinyc.com/classic/a/Giana-Espresso-Bar-NY-10028
655,40.77841655,-73.98244246,Gigi Cage,2067 Broadway,Free,http://www.openwifinyc.com/classic/a/Gigi-Cafe-NY-10023
688,40.71169165,-73.94924405,Gimme Coffee,495 Lorimer Street,Free,http://www.wififreespot.com/ny.html
4,40.73259509,-73.99755182,Gizzi's Coffee,16 W. 8th Street,Free,http://www.openwifinyc.com/classic/a/Gizzis-Coffee-NY-10011
140,40.60407214,-74.00696125,Goal Post,1752 Bath Ave.,Fee-based, 
391,40.74979226,-73.99480283,Golden Krust Bakery& Grill,408 8th Ave,Free,http://nymag.com/listings/restaurant/Golden-Krust-Bakery/
754,40.85147419,-73.84351384,Good to Go Rest,1894 Eastchester Rd,Free,http://www.wififreespot.com/ny.html
708,40.69457332,-73.93050744,Goodbye Blue Monday,1087 Broadway,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Goodbye_Blue_Monday_New_York_NY_19745.aspx
479,40.67970555,-73.97800013,Gorilla Coffee,97 Fifth Ave,Free,http://hotspotr.com/spot
663,40.76623757,-73.95954717,Gotham Coffee House,1298 2nd Avenue,Free, 
1210,40.76110682,-73.96881405,Gourmet Food,707 Lexington Ave,Fee-based, 
687,40.72986301,-73.98050639,Gramstand,214 Avenue A,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Gramstand_New_York_NY_5480.aspx
241,40.75265287,-73.97709536,Grand Central Station,42nd St & Park Ave,Fee-based,http://www.grandcentralterminal.com/
739,40.7525969,-73.97732923,Grand Central Terminal at the Dinining Concourse,87 E 42nd Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Grand_Central_Terminal_at_the_Dining_Concourse_New_York_NY_19746.aspx
686,40.7356145,-74.00027876,Greenwich Treehouse,46 Greenwich Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Greenwich_Treehouse_New_York_NY_5770.aspx
736,40.74092204,-73.98544941,Gregory's Coffee,327  Park Avenue South,Free,http://www.openwifinyc.com/classic/a/Gregorys-Coffee-NY-10010
689,40.60658591,-73.96347492,Grille de Paris Restaurant,904 Kings Hwy,Free,http://www.wififreespot.com/ny.html
317,40.72916831,-74.00119065,Groovy Greenwich Village Node,Covers cafes around the corner of  MacDougal St &,Free,http://auth.nycwireless.net/hotspots_map.php
339,40.73801186,-74.00339561,Grounded,28 Jane Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Grounded_New_York_NY_6424.aspx
751,40.75202339,-73.98657122,Guy & Gallard - 6th Ave,1001 6th Avenue,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-6th-Ave-NY-10018
749,40.75193651,-73.98945158,Guy & Gallard - 7th Ave,469 7th Avenue,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-7th-Ave-NY-10018
747,40.7463086,-73.98033014,Guy & Gallard - East 34 St,120 East 34 Street,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-East-34-St-NY-10016
748,40.74763921,-73.98345717,Guy & Gallard - Madison Ave,28 East 34th Street,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-Madison-Ave-NY-10016
750,40.75435695,-73.99019473,Guy & Gallard - West 38 St,245 West 38th Street,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-West-38-St-NY-10018
899,40.71493977,-73.99783357,Happy 16 Diner,16 Pell Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Happy_16_Diner_New_York_NY_12949.aspx
242,40.71477179,-73.99218309,Happy Shabu Shabu & Cafe,54 Canal Street,Fee-based, 
243,40.74920109,-73.98361462,Happy Times,377 5th Ave,Fee-based, 
475,40.67874388,-73.97326668,Healthy Nibbles,305 Flatbush Ave,Free,http://hotspotr.com/spot/1456
340,40.72995831,-73.98934175,Hecht Viewing Garden,3 Av & 9 St,Free,http://evpcnyc.org/hecht/index.html
480,40.67778305,-73.97259288,Heights Coffee,335 Flatbush Ave,Free,http://www.heightscoffee.com/
900,40.713073,-73.9987805,Hip Cup Café,225 Park Row,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Hip_Cup_Cafe_New_York_NY_13116.aspx
244,40.76807918,-73.98188793,HotZone,Columbus Circle,Fee-based, 
853,40.74964934,-73.99238295,Houlihan's,2 Penn Plaza,Fee-based, 
690,40.72480609,-73.99671188,Housing Works Bookstore Café,126 Crosby Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Housing_Works_Bookstore_Cafe_New_York_NY_5783.aspx
245,40.72154056,-74.00412712,Howard Grand Corp,307 W Broadway,Fee-based, 
854,40.76797826,-73.98455836,Hudson,356 W 58th St,Fee-based, 
246,40.7100178,-74.00867482,Internet Cafe NYC,17 John Street,Fee-based, 
247,40.79818103,-73.96109039,Jazz on the Park,36 W 106th Street,Fee-based, 
341,40.70772623,-74.00210641,Jeremy's Ale House,228 Front Street,Free,http://www.jeremysalehouse.com/
1211,40.6428172,-73.79100873,JFK International Airport,Terminals 1 arrival halls and baggage claim,Fee-based, 
1212,40.64372305,-73.78177045,JFK International Airport,Terminals 4 arrival halls and baggage claim,Fee-based, 
1213,40.6491385,-73.78289907,JFK International Airport,Terminals 7 arrival halls and baggage claim,Fee-based, 
1214,40.64718102,-73.79004527,JFK International Airport,Terminals 9 arrival halls and baggage claim,Fee-based, 
1138,40.65033969,-73.79228972,JFK International Airport - American Airlines Admirals Club (Domestic),"Terminal 9, Concourse C, across from gate 42",Fee-based,http://www.aa.com/content/aboutUs/whereWeFly/terminals/terminal_JFK.jhtml
1139,40.64792069,-73.78936652,JFK International Airport - American Airlines Admirals Club (International),"Terminal 8, Concourse B, above international ticket lobby",Fee-based,http://www.aa.com/content/aboutUs/whereWeFly/terminals/terminal_JFK.jhtml
1171,40.64338329,-73.78244711,JFK International Airport - Avion Bar,"Avion Bar, located in Terminal 4",Fee-based, 
1158,40.64991003,-73.78357056,JFK International Airport - British Airways Concorde Room,Terminal 7,Fee-based,http://btopenzone.hotspot-directory.com/site_details.php?site_id=82846&from=search&offset=1
1159,40.64952872,-73.78218527,JFK International Airport - British Airways FIRST Lounge,Terminal 7,Fee-based,http://btopenzone.hotspot-directory.com/site_details.php?site_id=82846&from=search&offset=1
1160,40.64998501,-73.7829241,JFK International Airport - British Airways Terraces Lounge,Terminal 7,Fee-based,http://btopenzone.hotspot-directory.com/site_details.php?site_id=82846&from=search&offset=1
1172,40.64273984,-73.79040303,JFK International Airport - Brooklyn Brewer,"Brooklyn Brewers, located in Terminal 1",Fee-based, 
5,40.63824581,-73.78528762,JFK International Airport - Continental Airlines Presidents Club,Terminal 3 near Gate 6,Free,http://www.continental.com/web/en-US/content/travel/airport/lounge/detaillocations.aspx#New%20York
1173,40.64374292,-73.78229768,JFK International Airport - Delancy's,"Delancy's, located in Terminal 4",Fee-based, 
1152,40.63831338,-73.78502034,JFK International Airport - Delta Airlines Crown Room Club,"Terminal 3, above Gate 6",Fee-based,http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
1153,40.63792432,-73.78533273,JFK International Airport - Delta Business Elite Lounge,"Terminal 3, near Gate 10",Fee-based,http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
1154,40.63856242,-73.78707683,JFK International Airport - Delta Business Elite Lounge,"Terminal 3, near Gate 12",Fee-based,http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
1155,40.64047383,-73.78925985,JFK International Airport - Delta Business Elite Lounge,"Terminal 2, Upper Mezzanine, near Gate 21",Fee-based,http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
758,40.64355752,-73.78074148,JFK International Airport - Delta Sky Club,"Terminal 4, Second level, landside overlooking the concourse -Oasis Lounge",Fee-based,http://www.delta.com/traveling_checkin/airport_information/delta_sky_club/sky_club_locations/index.jsp
1215,40.65940865,-73.80503584,JFK International Airport - Hertz,Building 300 Federal Circle,Fee-based,https://www.hertz.com/rentacar/index.jsp?bsc=t&targetPage=reservationOnHomepage.jsp
421,40.6457785,-73.77556267,JFK International Airport - Jet Blue,Terminal 5,Free,http://www.jetblue.com/about/whyyoulllike/about_WhyWireless.html
1174,40.64823715,-73.78774568,JFK International Airport - Kosher Franks,Terminal 8 in the vicinity of Kosher Franks,Fee-based, 
1149,40.64338465,-73.79091884,JFK International Airport - Roaming,Terminal 1,Fee-based,https://selfcare.hotspot.t-mobile.com/locations/displayUSRoamingLocationDetails.do?locationID=CCG34
1150,40.64808674,-73.7889872,JFK International Airport - Roaming,Terminal 8,Fee-based,https://selfcare.hotspot.t-mobile.com/locations/displayUSRoamingLocationDetails.do?locationID=CCG34
1156,40.64992146,-73.78209988,JFK International Airport - United Red Carpet Club,"Terminal 7, one level above Ticket Counter",Fee-based,"http://www.united.com/page/article/0,1360,1117,00.html"
855,40.74997157,-73.98096247,Jolly Madison Towers,22 E 38th St,Fee-based, 
709,40.67717929,-73.96939954,Joyce Bakeshop,646 Vanderbilt Avenue,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Joyce_Bakeshop_Brooklyn_NY_24637.aspx
1250,40.82965768,-73.92194476,"Joyce Kilmer Park, North End around playground",E 164 St Bet Grand Concourse to Walton Av,Free,http://www.nycgovparks.org/parks/X028/
731,40.75551026,-73.98688378,Juan Valdez - Times Square,1451 Broadway,Free,http://www.openwifinyc.com/classic/a/Juan-Valdez-Times-Sq-NY-10036
730,40.7542901,-73.9742704,Juan Valdez -Lexington Avenue,480 Lexington Avenue,Free,http://www.openwifinyc.com/classic/a/Juan-Valdez-Lexington-Ave-NY-10167
248,40.76048717,-73.96880474,Juan Valdez NYC,140 East 57th Street,Fee-based, 
669,40.71517789,-74.01093518,Kaffe 1668,275 Greenwich Street,Free,http://www.openwifinyc.com/classic/a/Kaffe-1668-NY-10007
691,40.66081094,-73.96134713,Kdog & dunebuggy Coffee,43 Lincoln Road,Free,http://www.wififreespot.com/ny.html
128,40.71382874,-73.95178977,Kelloggs Diner,518 Metropolitan Ave,Fee-based, 
472,40.61525507,-74.03413136,Kitty Kiernans Bar,9715 third avenue,Free,http://www.kittykiernans.com/
249,40.70963898,-74.00926631,Klatch,9 Maiden Lane,Fee-based, 
734,40.70709606,-74.00846933,Koyzina Café,62 William Street,Free,http://www.openwifinyc.com/classic/a/Koyzina-Cafe-NY-10006
250,40.72479525,-73.9875964,Kudos Beans,49 1/2 First Ave,Fee-based, 
701,40.74469428,-73.88431612,la Fusta Restaurant,80-32 Baxter Avenue,Free,http://www.lafustarestaurant.com
1141,40.77459549,-73.87209128,LaGuardia Airport,Central Terminal Baggage Claim,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=1
1142,40.7747256,-73.86950303,LaGuardia Airport,Central Terminal Concourse A,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=1
1143,40.7753259,-73.87106925,LaGuardia Airport,Central Terminal Concourse B,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=2
1144,40.77571009,-73.87267964,LaGuardia Airport,Central Terminal Concourse C,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=3
1145,40.77550701,-73.87448072,LaGuardia Airport,Central Terminal Concourse D,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=4
1146,40.77460061,-73.87171218,LaGuardia Airport,Central Terminal Food Court,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=5
1147,40.77460746,-73.87289316,LaGuardia Airport,Central Terminal Ticketing Area,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=6
1148,40.771645,-73.86587776,LaGuardia Airport,US Airways Terminal,Fee-based,http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=7
1140,40.77497454,-73.87408076,LaGuardia Airport - American Airlines Admirals Club,"Central Terminal Building, Concourse D, across from Gate D3",Fee-based,http://www.aa.com/content/aboutUs/whereWeFly/terminals/terminal_LGA.jhtml
6,40.77394695,-73.87021738,LaGuardia Airport - Continental Airlines Presidents Club,"Concourse A, third level",Free,http://www.continental.com/web/en-US/content/travel/airport/lounge/detaillocations.aspx#New%20York
1151,40.76924027,-73.86229848,LaGuardia Airport - Delta Airlines Crown Room Club,"Concourse level, inside security before Gate 2",Fee-based,http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_lga/index.jsp
974,40.76787221,-73.8872782,LaGuardia Airport - Hertz,Marine Air Terminal Building #22,Fee-based,https://www.hertz.com/rentacar/index.jsp?bsc=t&targetPage=reservationOnHomepage.jsp
7,40.76856293,-73.86154733,LaGuardia Airport - Northwest WorldClubs Lounge,Behind the Northwest ticket counter,Free,http://www.continental.com/web/en-US/content/travel/airport/lounge/detaillocations.aspx#New%20York
1157,40.77485696,-73.87257324,LaGuardia Airport - United Red Carpet Club,Concourse C behind ticket counter,Fee-based,"http://www.united.com/page/article/0,1360,50338,00.html"
342,40.72240945,-73.98291771,Lalita Java Espresso Bar and Coffee Lounge,210 East Third St.,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Lalita_Java_Espresso_Bar_and_Coffee_Lounge_New_York_NY_14112.aspx
141,40.61386374,-74.03317256,Laundry King,9814 4th Avenue,Fee-based, 
251,40.72428337,-73.97841473,Lava Gina Lounge,116 Avenue C,Fee-based, 
692,40.6800168,-73.96828473,Le Gamin,556 Vanderbilt Avenue,Free,http://www.wififreespot.com/ny.html
252,40.72104105,-73.99727988,Lemast's Deli,400 Broome Street,Fee-based, 
254,40.78477369,-73.97305078,Lennys,489 Columbus Ave,Fee-based,http://www.lennysnyc.com/
253,40.75736297,-73.96636614,Lenny's,1024 2nd Avenue,Fee-based,http://www.lennysnyc.com/
902,40.71010514,-74.00881902,Les Halles Downtown,15 John Street,Free,http://www.leshalles.net
901,40.74352669,-73.98345108,Les Halles Park Avenue,411 Park Avenue South,Free,http://www.leshalles.net
844,40.75960443,-73.97286934,Lever House,390 Park Avenue,Fee-based, 
430,40.77770461,-73.97996823,Limeleaf,128 W 72 Street,Free,http://www.menupages.com/restaurants/lime-leaf/
433,40.77230553,-73.98524713,Lincoln Center - Damrosch Park,62nd Street near Amsterdam Avenue,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
434,40.7723095,-73.98339123,Lincoln Center - Josie Robertson Plaza,Columbus Avenue between 62nd and 65th Streets,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
435,40.77300233,-73.98367445,Lincoln Center - North Plaza,65th Street between Amsterdam Avenue and Columbus Avenue,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
679,40.66979991,-73.85748231,Lindenwood diner,2870 Linden Boulevard,Free,http://www.lindenwooddiner.com/reviews.html
903,40.72718906,-73.98906123,Lit Lounge,93 2nd Avenue,Free,http://www.litloungenyc.com
255,40.74773043,-73.98782672,Little Park,1250 Broadway,Fee-based, 
318,40.72098891,-74.00246759,Location One,26 Greene Street,Free, 
256,40.74500987,-73.98370226,Log-on Cafe,41 E. 30th St.,Fee-based, 
192,40.81736402,-73.92731021,Longwood Art Gallery Hostos Community College Campus,450 Grand Concourse,Free, 
488,40.71368872,-73.95875896,Lucky Cat,245 Grand Street,Free,http://www.yelp.com/biz/the-lucky-cat-brooklyn
693,40.71966774,-73.98965786,Lucky Jack's,129 Orchard Street,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Lucky_Jacks_New_York_NY_5510.aspx
382,40.74222174,-73.9880226,Madison Square Park,Madison Avenue and 23rd Street,Free,http://www.nycgovparks.org/parks/madisonsquarepark
257,40.76243707,-73.96332049,Mail Boxes Etc,1173 Second Ave,Fee-based,http://www.mbe.com
258,40.76243707,-73.96332049,Mail Boxes Etc,1173 Second Ave,Fee-based,http://www.mbe.com
484,40.71494266,-73.94468265,Mama B's,351 Graham Avenue,Free,http://newyork.timeout.com/restaurants/williamsburg/2644/mama-bs-cafe-and-juice-bar
259,40.71581494,-74.00532439,McDonalds,317 Broadway,Fee-based,http://www.mcdonalds.com/wireless.html
260,40.70933974,-74.0099516,McDonalds,160 Broadway,Fee-based,http://www.mcdonalds.com/wireless.html
261,40.71495043,-73.9972657,McDonalds,26 Bowery,Fee-based,http://www.mcdonalds.com/wireless.html
262,40.71852139,-74.00114356,McDonalds,262 Canal St,Fee-based,http://www.mcdonalds.com/wireless.html
263,40.71633334,-74.01059114,McDonalds,167 Chambers Street,Fee-based,http://www.mcdonalds.com/wireless.html
264,40.70296892,-74.01227691,McDonalds,6 Water Street,Fee-based,http://www.mcdonalds.com/wireless.html
265,40.7129408,-73.98923626,McDonalds,213 Madison Street,Fee-based,http://www.mcdonalds.com/wireless.html
266,40.71886938,-73.98824324,McDonalds,114 Delancey St,Fee-based,http://www.mcdonalds.com/wireless.html
267,40.73075752,-74.00110769,McDonalds,136 W 3rd St,Fee-based,http://www.mcdonalds.com/wireless.html
268,40.72911871,-73.9932566,McDonalds,724 Broadway,Fee-based,http://www.mcdonalds.com/wireless.html
269,40.72643092,-73.9858102,McDonalds,102-106 1st Ave,Fee-based,http://www.mcdonalds.com/wireless.html
270,40.72961797,-73.98949695,McDonalds,27 3rd Avenue,Fee-based,http://www.mcdonalds.com/wireless.html
271,40.73373558,-73.99990618,McDonalds,405 6th Ave,Fee-based,http://www.mcdonalds.com/wireless.html
272,40.73790757,-73.99683895,McDonalds,541 6th Avenue,Fee-based,http://www.mcdonalds.com/wireless.html
273,40.73817385,-73.99954893,McDonalds,154 West 14th Street,Fee-based,http://www.mcdonalds.com/wireless.html
274,40.73080834,-73.98243207,McDonalds,404 East 14th Street,Fee-based,http://www.mcdonalds.com/wireless.html
275,40.73705362,-73.99074431,McDonalds,39 Union Square West,Fee-based,http://www.mcdonalds.com/wireless.html
276,40.74189828,-73.9931723,McDonalds,686 6th Ave,Fee-based,http://www.mcdonalds.com/wireless.html
277,40.73704396,-73.97964469,McDonalds,336 East 23rd Street,Fee-based,http://www.mcdonalds.com/wireless.html
278,40.74604269,-73.99093072,McDonalds,809-811 6th Avenue,Fee-based,http://www.mcdonalds.com/wireless.html
279,40.74295406,-73.98377494,McDonalds,401 Park Avenue South,Fee-based,http://www.mcdonalds.com/wireless.html
280,40.74766791,-73.99739428,McDonalds,335 8th Avenue,Fee-based,http://www.mcdonalds.com/wireless.html
407,40.75027445,-73.991954,McDonalds,"7th Ave & West 32nd St, Penn Station Lower Level",Fee-based,http://www.mcdonalds.com/wireless.html
408,40.7491551,-73.98927372,McDonalds,901 6th Avenue,Fee-based,http://www.mcdonalds.com/wireless.html
